Parent	Child	Abbrev	Canonical Name
0	A04876	UERN	State University of Rio Grande of the North, Brazil
0	A04877	Inst U France	Institut Universitaire de France
0	A04878	ITB Bandung	Institute of Technology Bandung, Indonesia
A04878	A04879	Bosscha Obs	Bosscha Observatory, Indonesia
A04878	A11522	Dep Ast	Institute of Technology Bandung, Department of Astronomy, Indonesia
0	A04880	U Dakar	Cheikh Anta Diop University, Dakar, Senegal
0	A04881	U Tunis	University of Tunis, Tunisia
0	A04882	Kobe	Kobe Steel Ltd, Japan
0	A04883	Qassim U	Qassim University, Saudi Arabia
0	A04884	Art Inst Chicago	Art Institute of Chicago, Illinois
0	A04885	OR St U Newport	Oregon State University, Newport, Oregon
0	A04886	NSIT	Netaji Subhas Institute of Technology, India
0	A04887	KIIT	Kalinga Institute of Industrial Technology, Bhubaneswar, India
0	A04888	Liaoning Tech U	Liaoning Technical University, China
0	A04889	Anhui U Sci Tech	Anhui University of Science and Technology, China
0	A04890	Tibet U	Tibet University, China
0	A04891	Nanjing U Tech	Nanjing University of Technology, China
0	A04892	SW U Sci Tech	Southwest University of Science and Technology, China
0	A04893	JHOD	Japan Hydrographic and Oceanographic Department
0	A04894	U Craiova	University of Craiova, Romania
0	A04895	Toppan	Toppan Printing Corporation, Japan
0	A04896	RESTEC	Remote Sensing Technology Center of Japan
0	A04897	Tohoku FRA	Tohoku National Fisheries Research Institute, Japan
0	A04898	Okayama IQP	Okayama Institute for Quantum Physics, Japan
0	A04899	NIFS	National Institute for Fusion Science, Japan
0	A04900	Yuncheng U	Yuncheng University, China
0	A04901	Jiliang U	China Jiliang University
0	A04902	MOTC Taiwan	Ministry of Transport and Communications, Taiwan
0	A04903	Ac Sci Cuba	Academy of Sciences, Cuba
0	A04904	U Kelaniya	University of Kelaniya, Sri Lanka
0	A04905	U Hassan II	University Hassan II Casablanca, Morocco
0	A04906	DIAT	Defence Institute of Advanced Technology, Pune, India
0	A04907	NRSC	National Remote Sensing Agency, India
0	A04908	IITM	Indian Institute of Tropical Meteorology, Pune
0	A04909	NIT Trichy	National Institute of Technology Tiruchirappalli, India
0	A04910	CWB Taiwan	Central Weather Bureau, Taiwan
0	A04911	AGU	American Geophysical Union, Washington DC
0	A04912	Dhaka U	Dhaka University, Bangladesh
0	A04913	Diponegoro U	Diponegoro University, Indonesia
0	A04914	Open U Sri Lanka	Open University of Sri Lanka
0	A04915	AZ St Dep	Arizona State Department
A04915	A04916	AZ Geo Surv	Arizona Geological Survey
0	A04917	FNRS	Fonds de la Recherche Scientifique, Belgium
0	A04918	Brit Lib	British Library Boston Spa, UK
0	A04919	Cath U Brescia	Catholic University of Brescia, Italy
0	A04920	Jt Ast Ctr	Joint Astronomy Center, Hawaii
0	A04921	GTI	Gas Technology Institute
0	A04922	Tokyo Metro Gov	Tokyo Metropolitan Government, Japan
0	A04923	IRSST	Robert-Sauve Research Institute for Health and Safety at Work, Montreal, Canada
0	A04924	Favaloro U	Favaloro University, Argentina
0	A04925	Tribhuvan U Nepal	Tribhuvan University, Nepal
0	A04926	Hubei Norm U	Hubei Normal University, China
0	A04927	Austr Res Cncl	Australian Research Council
A04927	A11659	CODES	Center of Excellence in Ore Deposits
A04927	A11660	ACECRC	Antarctic Climate and Ecosystems Cooperative Research Center
A04927	A11661	CAASTRO	Center for Excellence for All Sky Astrophysics
A04927	A11662	CCFS	Center of Excellence for Core to Crust Fluid Systems
A04927	A11705	CoECSS	Center of Excellence for Climate System Science
A04927	A11720	CQC2T	Center for Quantum Computation and Communication Technology
0	A04928	KNUST	Kwame Nkrumah University of Science and Technology, Ghana
0	A04929	KazNU	Al-Farabi Kazakh National University, Kazakhstan
0	A04930	Amer U Beirut	American University of Beirut, Lebanon
0	A04931	IISER	Indian Institute of Science Education and Research, Calcutta, India
0	A04932	Holon Inst Tech	Holon Institute of Technology, Israel
0	A04933	U Namibia	University of Namibia
0	A04934	U Nizwa	University of Nizwa, Oman
0	A04935	Dubna Intl U	Dubna International University, Russia
0	A04936	NITU	National University of Science and Technology, Moscow, Russia
0	A04937	NIRFI	Radiophysical Research Institute, Moscow, Russia
0	A04938	NovSTU	Novosibirsk State Technical University, Russia
0	A04939	OSTU	Omsk State Technical University, Russia
0	A04940	PSTU	Perm State Technical University, Russia
0	A04941	Rostov Sthrn Fed U	Rostov Southern Federal University, Russia
A04941	A04942	Inst Phy	Rostov Southern Federal University, Institute of Physics
0	A04943	Vavilov St Opt Inst	Vavilov State Optics Institute, Russia
0	A04944	Syktyvkar For Inst	Syktyvkar Forest Institute, Russia
0	A04945	BFAFi	Federal Research Center for Fisheries, Hamburg, Germany
0	A04946	Ecole Cen Marseille	Ecole Centrale de Marseille, France
A04946	A05214	Inst Fresnel	Fresnel Institute, Marseille
0	A04948	ENSCPB	Ecole Nationale Superieure de Chimie et de Physique, Bordeaux, France
0	A04949	ISEN Lille	Institut Superieur d'Electronique Numeri, Lille, France
0	A04950	Yerevan St U	Yerevan State University, Armenia
A04950	A11452	Garny Sp Ast Inst	Garny Space Astronomy Institute
0	A04951	BNRM	National Library of the Republic of Moldova
0	A04952	VMU	Vytautas Magnus University, Lithuania
0	A04953	Guiyang U	Guiyang University, China
0	A04954	Jing Gangshan U	Jing Gangshan University, China
0	A04955	Jiangsu U Tech	Jiangsu University of Technology, China
0	A04956	Hankyong Natl U	Hankyong National University, Korea
0	A04957	Khalifa U	Khalifa University of Science Technology and Research, UAE
0	A04958	Wesleyan U	Wesleyan University, Connecticut
A04958	A11029	Dep Ast	Wesleyan University, Department of Astronomy
0	A04959	U Sumatera Utara	Universitas Sumatera Utara, Indonesia
0	A04960	Haluoleo U	Haluoleo University, Indonesia
0	A04961	NUM	National University of Mongolia
0	A04962	Sepuluh ITS	Sepuluh Nopember Institute of Technology, Indonesia
0	A04963	U Negeri Malang	Universitas Negeri Malang, Indonesia
0	A04964	FAAS	Fujian Academy of Agricultural Sciences, China
0	A04965	UDSM	University of Dar es Salaam, Tanzania
0	A04966	U Mhd V Agdal	University Mohammed V Agdal, Morocco
0	A04967	FUTA	Federal University of Technology Akure, Nigeria
0	A04968	U Benin	University of Benin, Nigeria
0	A04969	U Bangui	University of Bangui, Central African Republic
0	A04970	U Ouagadougou	University of Ouagadougou, Burkina Faso
0	A04971	U Yaounde I	University of Yaounde I, Cameroon
0	A04972	U Nigeria	University of Nigeria
0	A04973	U Burundi	University of Burundi
0	A04974	UAC Benin	University of Abomey-Calavi, Benin
0	A04975	U Cadi Ayyad	University Cadi Ayyad, Morocco
0	A04976	U Oran	University of Oran, Algeria
0	A04977	U Asmara	University of Asmara, Eritrea
0	A04978	Moi U	Moi University, Kenya
0	A04979	U Nairobi	University of Nairobi, Kenya
0	A04980	Kenyatta U	Kenyatta University, Kenya
0	A04981	U Sidi Ben Abdellah	University Sidi Mhd Ben Abdellah, Morocco
0	A04982	RSUST	Rivers State University of Science and Technology, Nigeria
0	A04983	U Uyo	University of Uyo, Nigeria
0	A04984	Damascus U	Damascus University, Syria
0	A04985	Mbarara UST	Mbarara University of Science and Technology, Uganda
0	A04986	U Zambia	University of Zambia
0	A04987	NUST Zimbabwe	National University of Science and Technology, Zimbabwe
0	A04988	U Ilorin	University of Ilorin, Nigeria
0	A04989	Ibn Tofail U	Ibn Tofail University, Morocco
0	A04990	U Baghdad	University of Baghdad, Iraq
0	A04991	Sanaa U	Sanaa University, Yemen
0	A04992	IIEES	International Institute of Earthquake Engineering and Seismology, Iran
0	A04993	KN Toosi U	KN Toosi University, Iran
0	A04994	Malek Ashtar U Tech	Malek Ashtar University of Technology, Iran
0	A04995	MTI	Modern University for Technology and Information, Egypt
0	A04996	KNU	Kiev Shevchenko National University, Ukraine
A04996	A05012	Main Ast Obs	Main Astronomical Observatory, Kiev
A04996	A11445	Dep Phy Ast	Shevchenko National University, Department of Physics and Astronomy
0	A04998	NASU	National Academy of Sciences of Ukraine
A04998	A04999	IPE	NASU, Institute for Physics and Engineering, Donetsk
A04998	A05000	ICMP	NASU, Institute for Condensed Matter Physics, Lviv
A04998	A05001	IRPE	NASU, Institute of Radiophysics and Electronics, Kharkiv
A04998	A05002	ILTPE	NASU, Institute of Low Temperature Physics and Engineering, Kharkiv
A04998	A05003	KIPT	NASU, Institute of Physics and Technology, Kharkiv
A04998	A05004	IEP	NASU, Institute of Electron Physics, Uzhgorod
A04998	A05005	IRA	NASU, Institute of Radio Astronomy, Kharkiv
A04998	A05006	INR	NASU, Institute for Nuclear Research, Kiev
A04998	A05007	SRI	NASU, Dnepropetrovsk Scientific Research Institute
A04998	A05008	Crimean Ast Obs	Crimean Astrophysical Observatory
A04998	A05009	Inst Bot	NASU, Institute of Botany, Kiev
A04998	A05010	IGP	NASU, Institute of Geophysics, Kiev
A04998	A05011	Inst Mag	NASU, Institute of Magnetism, Kiev
A04998	A05012	Main Ast Obs	Main Astronomical Observatory, Kiev
A04998	A05013	ITP	NASU, Institute for Theoretical Physics, Kiev
A04998	A05014	IAPMMN	NASU, Institute for Applied Problems in Mechanics and Mathematics, Lviv
A04998	A05015	NMNH Kiev	Ukrainian National Museum of Natural History, Kiev
A04998	A11442	Ast Obs Odessa	Astronomical Observatory of Odessa
A04998	A11443	SRI Lviv	NASU, Space Research Institute, Lviv
0	A05016	Karpov Inst Phy Chem	Karpov Institute of Physical Chemistry, Russia
0	A05017	Roshydromet	Russian Center for Hydrometeorology and Environmental Monitoring
0	A05018	AAI	Arctic and Antarctic Research Center, Russia
0	A05019	Estonian Ac Sci	Estonian Academy of Sciences
A05019	A11467	Tartu Obs	Tartu Observatory
0	A05020	Moldova St U	Moldova State University, Chisinau, Moldova
A05020	A11459	Ast Obs	Moldova State University, Astronomical Observatory
0	A05021	TU Lublin	Technical University of Lublin, Poland
0	A05022	Ped U Krakow	Pedagogical University of Krakow, Poland
0	A05023	Austrian Arch Inst	Austrian Archaeological Institute
0	A05024	DSTO Melbourne	Defence Science and Technology Organisation, Melbourne
0	A05025	LIP	Laboratorio de Instrumentacao e Fisica Experimental de Particulas, Lisbon, Portugal
0	A05026	Poly Inst Coimbra	Polytechnic Institute of Coimbra, Portugal
0	A05027	INESC	Institute for Systems Engineering and Computers, Portugal
0	A05028	TEI Piraeus	Technical Educational Institute of Piraeus, Greece
0	A05029	TEI Ionian Islands	Technical Educational Institute of the Ionian Islands, Greece
0	A05030	NCMR	Hellenic Center for Marine Research, Greece
0	A05031	TEI Cnt Greece	Technical Educational Institute of Central Greece
0	A05032	TEI Crete	Technical Educational Institute of Crete, Greece
0	A05034	U W Macedonia	University of Western Macedonia
0	A05035	Albanian Ac Sci	Albanian Academy of Sciences
0	A05036	TU Tirana	Technical University of Tirana, Albania
0	A05037	U Sarajevo	University of Sarajevo, Bosnia Herzegovina
0	A05038	UACEG	University of Architecture Civil Engineering and Geodesy, Sofia, Bulgaria
0	A05039	U Nis	University of Nis, Serbia
0	A05040	Georgian NAS	Georgian National Academy of Sciences
A05040	A05041	Inst Phy	Georgian National Academy of Sciences, Institute of Physics
A05040	A05043	Inst Geop	Georgian National Academy of Sciences, Institute of Geophysics
A05040	A05229	Abast Ast Obs	Abastumani Astrophysical Observatory
0	A05044	Tbilisi St U	Tbilisi State University, Georgia
A05044	A05045	Inst Phy	Tbilisi State University, Institute of Physics
0	A05046	IMO Iceland	Iceland Meteorological Office
0	A05047	ENU	Eurasian State National University, Kazakhstan
0	A05048	VGTU	Vilnius Gediminas Technical University, Lithuania
0	A05049	VUC	Ventspils University College, Latvia
A05049	A05050	IRAC	Ventspils International Radio Astronomy Center
0	A05051	Moldova Ped U	Moldova Pedagogical University
0	A05052	TSPU	Tomsk State Pedagogical University, Russia
0	A05053	Lviv Franko Natl U	Lviv Franko National University, Russia
A05053	A11446	Dep Phy Ast	Lviv Franko National University, Department of Physics and Astronomy
0	A05054	Odessa Natl U	Odessa Mechnikov National University, Ukraine
A05054	A11442	Ast Obs Odessa	Astronomical Observatory of Odessa
0	A05055	BelSTU	Belarus State Technical University
0	A05056	UAIC	Alexander Ioan Cuza University of Iasi, Romania
0	A05057	UTC-N	Technical University of Cluj Napoca, Romania
0	A05058	UOC	University of Constanta, Romania
0	A05059	U Galati	Dunarea de Jos University of Galati, Romania
0	A05060	UCLV	University Marta Abreu of Las Villas, Cuba
0	A05061	U Camaguey	University of Camaguey, Cuba
0	A05062	UCF	Carlos Rafael Rodriguez University of Cienfuegos, Cuba
0	A05063	U Granma	University of Granma, Cuba
0	A05064	U Havana	University of Havana, Cuba
0	A05065	U Piura	University of Piura, Peru
0	A05066	China U Geos	China University of Geosciences, Beijing
0	A05067	Natl U Eng	National University of Engineering, Peru
0	A05068	Alberta Res Cncl	Alberta Research Council, Canada
0	A05069	Astrakhan St U	Astrakhan State University, Russia
0	A05070	Fanshawe Coll	Fanshawe College, Canada
0	A05071	NSERC	National Sciences and Engineering Research Council, Canada
A05071	A05072	CITA	Canadian Institute for Theoretical Astrophysics
0	A05073	NICPB	National Institute of Chemical Physics and Biophysics, Estonia
0	A05074	Intl Space U	International Space University, France
0	A05075	Geo Surv DK	Geological Survey of Denmark and Greenland
0	A05076	MET Norway	Norwegian Meteorological Institute
0	A05077	VRU	Vali Asr University of Rafsanjan, Iran
0	A05078	Sahand U Tech	Sahand University of Technology, Iran
0	A05079	CONACYT Mex	National Council for Science and Technology, Mexico
A05079	A05080	CIO	Center for Research in Optics, Mexico
A05079	A05081	INAOE	National Institute of Astrophysics, Optics and Electronics, Mexico
A05079	A05082	CICY	Center of Scientific Research of Yucatan, Mexico
A05079	A05083	CICESE	Ensenada Center for Research and Higher Education
0	A05084	Houston Adv Res Ctr	Houston Advanced Research Center, Texas
0	A05085	Jahangirnagar U	Jahangirnagar University, Bangladesh, India
0	A05086	UEA	State University of Amazonas, Brazil
0	A05087	NIT Toyama Coll	National Institute of Technology, Toyama College, Japan
0	A05088	NIT Numazu Coll	National Institute of Technology, Numazu College, Japan
0	A05089	NIT Yonago Coll	National Institute of Technology, Yonago College, Japan
0	A05090	Urmia U	Urmia University, Iran
0	A05091	UNAN	National Autonomous University of Nicaragua
0	A05092	NYAS	New York Academy of Sciences
0	A05093	AM Essaadi U	Abdelmalek Essaadi University, Morocco
0	A05094	Golan Res Inst	Golan Research Institute, Israel
0	A05095	RAAF	Royal Australian Air Force
0	A05096	Shaanxi U Tech	Shaanxi University of Technology, China
0	A05097	Shangqiu Norm U	Shangqiu Normal University, China
0	A05098	TYUST	Taiyuan University of Science and Technology, China
0	A05099	CAAA	China Academy of Aerospace Aerodynamics
0	A05100	Henan Inst Eng	Henan Institute of Engineering, China
0	A05101	ZZULI	Zhengzhou University of Light Industry, China
0	A05102	Chuzhou U	Chuzhou University, China
0	A05103	Shanxi Datong U	Shanxi Datong University, China
0	A05104	Hubei U Educ	Hubei University of Education, China
0	A05105	Hunan Inst Tech	Hunan Institute of Technology, China
0	A05106	Nanjing Inst Tech	Nanjing Institute of Technology, China
0	A05108	QNU	Quanzhou Normal University, China
0	A05109	HUST	Hanoi University of Science and Technology, Vietnam
0	A05110	Guangdong Dep Educ	Guangdong Province Department of Education, China
0	A05111	XAUST	Xian University of Science and Technology, China
0	A05112	ZNU	Zhanjiang Normal University, China
0	A05113	XYNU	Xinyang Normal University, China
0	A05114	SUCT	Shenyang University of Chemical Technology, China
0	A05115	HUHST	Hunan University of Humanities Science and Technology, China
0	A05116	NIN China	Northwest Institute for Non-Ferrous Metal Research, China
0	A05117	ZAMG	Central Institute for Meteorology and Geodynamics, Austria
0	A05118	WRC Davos	World Radiation Center, Davos, Switzerland
0	A05119	East West U	East West University, Bangladesh
0	A05120	NLSI	Iceland National Land Survey
0	A05121	JKUAT	Jomo Kenyatta University of Agriculture and Technology, Kenya
0	A05122	Kazakh NAS	Kazakhstan National Academy of Sciences
A05122	A11454	Ast Inst	Kazakhstan National Academy of Sciences, Astrophysical Institute
0	A05123	Mongolian Ac Sci	Mongolian Academy of Sciences
0	A05124	U Malaysia Perlis	University Malaysia Perlis
0	A05125	UPNG	University of Papua New Guinea
0	A05126	U Nova Gorica	University of Nova Gorica, Slovenia
0	A05127	IFPB	Federal Institute of Education Science and Technology, Paraiba, Brazil
0	A05128	IPEN Brazil	Energy and Nuclear Research Institute, Brazil
0	A05129	CEFET MT	Federal Center of Technological Education, Mato Grosso, Brazil
0	A05130	CEFET PE	Federal Center of Technological Education, Pernambuco, Brazil
0	A05131	CEFET SP	Federal Center of Technological Education, Sao Paulo, Brazil
0	A05132	CEFET GO	Federal Center of Technological Education, Goias, Brazil
0	A05133	CEFET CE	Federal Center of Technological Education, Ceara, Brazil
0	A05134	UFPA	Federal University of Para, Brazil
0	A05135	Christ U Bangalore	Christ University, Bangalore
0	A05136	ARCI	Advanced Research Center for Powder Metallurgy and New Materials, Hydrabad, India
0	A05137	NITK	National Institute of Technology Karnataka, India
0	A05138	METRI KMA	Korea Meteorological Administration
0	A05139	Tokyo City U	Tokyo City University, Japan
A05139	A05140	Musashi Inst Tech	Musashi Institute of Technology, Tokyo
0	A05142	CIC Arg	Commission of Scientific Research, Argentina
A05142	A05143	CIOp	Center of Optical Research, Argentina
0	A05144	AEMET	Spanish State Meteorological Agency
0	A05145	INVEMAR	Instituto de Investigaciones Marinas y Costeras, Colombia
0	A05146	Hoch Mannheim	Hochschule Mannheim, Germany
0	A05147	LZH	Laser Center, Hannover, Germany
0	A05148	Brit U Egypt	British University in Egypt
0	A05149	INE	Instituto Nacional de Ecologia, Mexico
0	A05150	U Nicosia	University of Nicosia, Cyprus
0	A05151	IIT Genoa	Italian Institute of Technology, Genoa
0	A05152	U Lubumbashi	University of Lubumbashi, Congo
0	A05153	UNSA	National University of Saint Augustine, Peru
0	A05154	SGSITS	Shri Govindram Seksaria Institute of Technology and Science, India
0	A05155	Bhilai Inst Tech	Bhilai Institute of Technology, India
0	A05156	SAW Leipzig	German Academy of Sciences, Leipzig
0	A05157	Bilecik U	Bilecik University, Turkey
0	A05158	Cyprus U Tech	Cyprus University of Technology
0	A05159	Maritime U Szczecin	Maritime University of Szczecin, Poland
0	A05160	CSEM	Centre Suisse d'Electronique et de Microtechnique
0	A05161	Gurukula Kangri U	Gurukula Kangri University, India
0	A05162	Gorgan U	Gorgan University, Iran
0	A05163	Taibah U	Taibah University, Saudi Arabia
0	A05164	Korea NST	Korea Research Council of Fundamental Science and Technology
A05164	A05165	KOPRI	Korea Polar Research Institute
A05164	A05166	NFRI	National Fusion Research Institute, Korea
A05164	A05167	KARI	Korea Aerospace Research Institute
A05164	A05168	KASSI	Korea Astronomy and Space Science Institute
A05164	A05169	KIST	Korea Institute of Science and Technology Information
A05164	A05170	KIOST	Korea Institute of Ocean Science and Technology
A05164	A05171	KBSI	Korea Basic Science Institute
A05164	A05172	KAERI	Korea Atomic Energy Research Institute
A05164	A05173	KRISS	Korea Research Institute of Standards and Science
0	A05174	DNTU	Donetsk National Technical University, Ukraine
0	A05175	INSTM	National Institute of Marine Sciences and Technologies, Tunisia
0	A05176	China Seis Bur	China Seismological Bureau
0	A05177	NSPO Taiwan	National Space Program Office, Taiwan
0	A05178	S China Norm U	South China Normal University
0	A05179	Mouloud Mammeri U	Mouloud Mammeri University of Tizi Ouzou, Algeria
0	A05180	NIEP	National Institute of Earth Physics, Bucharest, Romania
0	A05181	Islamia Coll	Islamia College, Peshawar, Pakistan
0	A05182	Geo Surv NA	Geological Survey of Namibia
0	A05183	IISER Punjab	Indian Institute of Science Education, Punjab
0	A05184	Azerb NAS	Azerbaijan National Academy of Sciences
A05184	A05185	Inst Phy	Azerbaijan National Academy of Sciences, Institute of Physics
A05184	A11455	Shemakhy Obs	Azerbaijan National Academy of Sciences, Shemakhy Observatory
0	A05186	NARL India	National Atmospheric Research Laboratory, India
0	A05187	NCAOR	National Center for Antarctic and Ocean Research, India
0	A05188	TU Timisoara	Technical University of Timisoara, Romania
0	A05190	UBMA	University Badji Mokhtar Annaba, Algeria
0	A05191	U Djillali Liabes	Universite Djillali Liabes, Algeria
0	A05192	Quest U	Quest University, Canada
0	A05193	Alberta Geo Surv	Alberta Geological Survey, Canada
0	A05194	U Guilan	University of Guilan, Iran
0	A05195	Azerbaijan U	Azerbaijan Shahid Madani University, Tabriz, Iran
0	A05196	Noor U	Noor University, Iran
0	A05197	Arak U	Arak University, Iran
0	A05198	UCSI	University College Sedaya International, Malaysia
A05198	A05199	Terengganu	USCI Terengganu Kuala, Malaysia
0	A05200	ESUT	Enugu State University of Science and Technology, Nigeria
0	A05201	Natl U Callao	National University of Callao, Peru
0	A05202	Lovely Prof U	Lovely Professional University, India
0	A05203	Poly U Pachuca	Polytechnical University of Pachuca, Mexico
0	A05204	KAUST	King Abdullah University of Science and Technology, Saudi Arabia
0	A05205	U Kragujevcu	University of Kragujevcu, Serbia
0	A05206	Bahir Dar U	Bahir Dar University, Ethiopia
0	A05207	Mekelle U	Mekelle University, Ethiopia
0	A05208	Hawassa U	Hawassa University, Ethiopia
0	A05209	Kumasi UST	Kumasi University of Science and Technology, Ghana
0	A05210	U Tirana	University of Tirana, Albania
0	A05211	Aix-Marseille U	Aix-Marseille Universite, France
A05211	A05212	CPPM	Center for Particle Physics, Marseille
A05211	A05213	IUSTI	Institut Universitaire des Systemes Thermiques Industriels
A05211	A05214	Inst Fresnel	Fresnel Institute, Marseille
A05211	A05215	LPCE	Laboratoire de Physique et de Chimie de l'Environnement
A05211	A05216	Dep Phy	Aix-Marseille Universite, Departement de Physique
A05211	A05217	CEREGE	Centre Europeen de Recherche et d'Enseignement des Geosciences de l'Environnement
A05211	A05218	Ctr Ocgy Marseille	Centre d'Oceanologie de Marseille
A05211	A05219	Inst Math Marseille	Institut de Mathematiques de Marseille
A05211	A05220	OHP	Observatoire de Haute Provence
A05211	A05221	OAMP	Observatoire Astronomique de Marseille Provence
A05211	A05222	Lab d'Astrop	Aix-Marseille Universite, Laboratoire d'Astrophysique
A05211	A05223	CPT	Center for Theoretical Physics, Marseille
A05211	A11259	II	Aix-Marseille Universite II
A05211	A11260	III Paul Cezanne	Aix-Marseille Universite III, Paul Cezanne
0	A05224	Ac Poli Mil	Academia Politecnica Militar, Santiago, Chile
0	A05225	IEMN Lille	Institut d'Electronique de Microelectronique et de Nanotechnologie, Lille, France
0	A05226	KITECH	Korea Institute of Industrial Technology
0	A05227	UNIST	Ulsan National Institute of Science and Technology, Korea
0	A05228	Ilia St U	Ilia State University, Georgia
A05228	A05229	Abast Ast Obs	Abastumani Astrophysical Observatory
0	A05230	U Lyon	Universite de Lyon, France
A05230	A05231	CRAL Obs Lyon	Observatoire de Lyon, Centre Recherche Astrophysique de Lyon
A05230	A05232	LGLTPE	Laboratoire de Geologie de Lyon, Terre, Planetes et Environnement
A05230	A05233	LPMCN	Laboratoire de Physique de la Matiere Condensee et Nanostructures, Lyon
A05230	A05234	U Lumiere Lyon II	Universite Lumiere Lyon II
A05230	A05235	Jean Moulin U	Jean Moulin University, Lyon III
A05230	A05236	I Claude Bernard	Universite Lyon I Claude Bernard
A05230	A05237	IPNL	Institut de Physique Nucleaire de Lyon
0	A05238	U Grenoble Alpes	Universite de Grenoble Alpes
A05238	A05239	LTHE	Laboratory for the Study of Transfers in Hydrology and Environment, Grenoble
A05238	A05240	IPAG	Institute de Planetologie et d'Astrophysique de Grenoble
A05238	A06132	LNCMI-G	National Laboratory of Intense Magnetic Fields, Grenoble
A05238	A05242	U Stendhal III	Universite Stendhal Grenoble III
A05238	A05243	U Grenoble II	Universite Pierre Mendes-France Grenoble II
A05238	A05244	ISTerre	Institute of Earth Sciences, Grenoble
A05238	A05245	LEGI	Laboratoire des Ecoulements Geophysiques et Industriels, Grenoble
0	A05246	IPL	Institut Polytechnique de Lyon, France
0	A05247	CTA Braz	Brazilian General Command for Aerospace Technology
A05247	A05248	IEA	Institute of Advanced Studies, Brazil
A05247	A05249	ITA	Instituto Tecnologico de Aeronautica, Centro Tecnico Aeroespacial
0	A05250	NMIRI	Nagoya Municipal Industrial Research Institute, Japan
0	A05251	Tokyo Elec	Tokyo Electron Corporation, Japan
0	A05252	ITEP	Alikhanov Institute for Theoretical and Experimental Physics, Russia
0	A05253	KSPU	Kazan State Pedagogical University, Russia
0	A05254	VNIIM	Mendeleev Scientific and Research Institute for Metrology, Russia
0	A05255	TsAGI	Central Aerohydrodynamic Institute, Moscow, Russia
0	A05256	U Lorraine	Universite de Lorraine, France
A05256	A05257	ENS Geo	Universite de Lorraine, Ecole Nationale Superieure de Geology
A05256	A05258	LMOPS	Laboratoire Materiaux Optiques Photonique et Systemes, Metz
A05256	A05259	CNRS Nancy	Institut Jean Lamour, Nancy
A05256	A05260	U Paul Verlaine	Universite Paul Verlaine, Metz
A05256	A05261	GeoResources	GeoResources, Centre de Recherches Petrographiques et Geochimiques
A05256	A05262	ENSIC	Ecole Nationale Superieure des Industries Chimiques, Nancy
A05256	A05263	ENSM Nancy	Ecole Nationale Superieure des Mines de Nancy
0	A05264	NAU KhAI	National Aerospace University, Kharkiv, Ukraine
0	A05265	CMCC	Euro-Mediterranean Center for Climate Change
0	A05266	NCHU China	Nanchang Hangkong University, China
0	A05267	KIER	Korea Institute of Energy and Resources
0	A05268	Chinju Natl U Ed	Chinju National University of Education, Korea
0	A05269	Westinghouse	Westinghouse Electric Company LLC
0	A05270	St Bur Surv Map	State Bureau of Surveying and Mapping, China
0	A05271	Kharazmi U	Kharazmi University, Tehran, Iran
0	A05272	Tajik NAS	Tajik National Academy of Sciences
A05272	A11456	Inst Astrop	Tajik NAS, Institute of Astrophysics
0	A05273	VNIINM	Bochvar Scientific Research Institute of Non-Organic Materials, Moscow, Russia
0	A05274	VNIIOFI	All-Russia Scientific Institute for Optics and Physical Measurements, Moscow, Russia
0	A05275	VIAM	All-Russia Scientific Research Institute of Aviation Materials, Moscow, Russia
0	A05276	Roscosmos	Russian Aviation and Space Agency
A05276	A05277	RISDE	Russian Institute of Space Device Engineering
A05276	A05278	KBSM	Central Design Bureau of Machine Building
0	A05279	CIFAR	Canadian Institute for Advanced Research
0	A05280	TX A&M Qatar	Texas A&M University, Qatar
0	A05281	Airlangga U	Airlangga University, Indonesia
0	A05282	Sebelas Maret U	Sebelas Maret University, Indonesia
0	A05283	UNRN	National University of Rio Negro, Argentina
0	A05284	Tech Inst Ensenada	Technical Institute of Ensenada, Mexico
0	A05285	Tech Inst Saltillo	Technical Institute of Saltillo, Mexico
0	A05286	KIT	Karlsruhe Institute of Technology, Germany
A05286	A05287	Dep Phy	Karlsruhe Institute of Technology, Department of Physics
A05286	A05288	Inst Geod	Karlsruhe Institute of Technology, Institute for Geodesy
A05286	A05289	Inst Nano	Karlsruhe Institute of Technology, Institute for Nanotechnology
A05286	A05290	Inst Geop	Karlsruhe Institute of Technology, Institute for Geophysics
A05286	A11501	Black Forest Obs	Black Forest Observatory
A05286	A11502	Inst Met Cli	Karlsruhe Institute of Technology, Institute for Meteorology and Climatology
A05286	A11503	Inst Exp Nuc Phy	Karlsruhe Institute of Technology, Institute for Experimental Nuclear Physics
0	A05291	IMR Bergen	Institute of Marine Research, Bergen, Norway
0	A05292	SUERC	Scottish Universities Environmental Research Center
0	A05293	WIMCS	Wales Institute of Mathematical and Computational Sciences
0	A05294	Kunming U	Kunming University, China
0	A05295	TU Chile	Technical University of Chile
0	A05296	Sichuan U Arts Sci	Sichuan University of Arts and Science, China
0	A05297	UFCG	Federal University of Campina Grande, Brazil
0	A05298	Hellenic Air Force	Hellenic Air Force, Greece
0	A05299	Kyungwon U	Kyungwon University, Korea
0	A05300	Sinop U	Sinop University, Turkey
0	A05301	Najran U	Najran University, Saudi Arabia
0	A05302	Nrthn Border U	Northern Border University, Saudi Arabia
0	A05303	Fayoum U	Fayoum University, Egypt
0	A05304	Beni Suef U	Beni Suef University, Egypt
